"Job","Host Name","Partition","QOS","Submit","Start","End","Elapsed Secs","Nodes Allocated","Raw Hours"
"64238079","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:29:07","2022-11-10 22:31:30","2022-11-10 23:31:56","3626","1","0.06295138888888889"
"64238080","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:29:15","2022-11-10 22:31:30","2022-11-10 23:31:44","3614","1","0.06274305555555555"
"64238081","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:29:23","2022-11-10 22:31:30","2022-11-10 23:31:44","3614","1","0.06274305555555555"
"64238083","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:29:29","2022-11-10 22:31:30","2022-11-10 22:31:37","7","1","0.00012152777777777777"
"64238084","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:29:31","2022-11-10 22:31:30","2022-11-10 23:31:44","3614","1","0.06274305555555555"
"64238085","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:29:41","2022-11-10 22:31:30","2022-11-10 23:31:53","3623","1","0.06289930555555556"
"64238088","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:29:49","2022-11-10 22:31:30","2022-11-10 23:31:54","3624","1","0.06291666666666666"
"64238089","cori haswell","interactive","interactive","2022-11-10 22:29:49","2022-11-10 22:29:49","2022-11-10 22:31:06","77","1","0.021388888888888888"
"64238090","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:29:51","2022-11-10 22:31:30","2022-11-10 22:31:56","26","1","0.0009027777777777777"
"64238091","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:29:56","2022-11-10 22:31:30","2022-11-10 23:31:53","3623","1","0.06289930555555556"
"64238092","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:30:05","2022-11-10 22:31:30","2022-11-10 23:31:53","3623","1","0.06289930555555556"
"64238097","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:30:12","2022-11-10 22:31:30","2022-11-10 23:31:54","3624","1","0.06291666666666666"
"64238098","cori haswell","genepool_shared","genepool_shared","2022-11-10 22:30:17","2022-11-10 22:31:30","2022-11-10 23:31:54","3624","1","0.06291666666666666"
