"Job","Host Name","Partition","QOS","Submit","Start","End","Elapsed Secs","Nodes Allocated","Raw Hours"
"64133977_23","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:51","2022-11-07 11:48:55","5584","1","0.09694444444444444"
"64133977_24","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:51","2022-11-07 12:00:52","6301","1","0.10939236111111111"
"64133977_25","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:51","2022-11-07 11:47:12","5481","1","0.09515625"
"64133977_26","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 11:47:55","2022-11-07 13:33:40","6345","1","0.11015625"
"64133977_27","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 11:47:55","2022-11-07 13:30:43","6168","1","0.10708333333333334"
"64133977_28","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 11:47:55","2022-11-07 13:25:25","5850","1","0.1015625"
"64133977_29","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 11:51:45","2022-11-07 13:27:36","5751","1","0.09984375"
"64133977_3","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 10:15:50","2022-11-07 11:45:58","5408","1","0.09388888888888888"
"64133977_30","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 11:51:46","2022-11-07 13:35:01","6195","1","0.10755208333333334"
"64133977_31","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 11:51:46","2022-11-07 13:40:38","6532","1","0.11340277777777778"
"64133977_32","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 11:55:36","2022-11-07 13:50:08","6872","1","0.11930555555555555"
"64133977_33","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 11:55:36","2022-11-07 13:44:43","6547","1","0.11366319444444445"
"64133977_34","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 11:55:36","2022-11-07 13:37:38","6122","1","0.10628472222222222"
"64133977_35","cori haswell","genepool_shared","genepool_shared","2022-11-07 10:15:39","2022-11-07 11:55:36","2022-11-07 13:43:24","6468","1","0.11229166666666666"
